Title,Price,Date,Rating
"
            Timemore C2 Manual Coffee Grinder Espresso Grinder Stainless Steel Burr Aluminium Body with Carry Bag and Cleaning Brush
           ",£65.00,2022-12-16,"4.8 out of 5 stars    
    96 ratings"
